id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_province,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags
jeil-pharmaceutical-co-ltd,jeil-pharmaceutical-co-ltd,27067874,286,https://www.linkedin.com/company/jeil-pharmaceutical-co-ltd/,"Jeil Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGjAVtL7MWExQ/company-logo_400_400/0/1609731445988?e=1621468800&v=beta&t=UI5GeOTr5qQfTOv42R8g7UMkzrx_RlejEzzRIFrOyk8,PUBLIC_COMPANY,,http://www.jeilpharm.co.kr/,Jeil - We pursue happiness and health for people worldwide,57,501,1000,104,Jeil Pharmaceutical Co Ltd is a company based out of South Korea.,,KR,Seoul,,"343, Sapyeong-daero, Seocho-gu",,6543,Pharmaceuticals,,
wandongmedical,wandongmedical,32548421,287,https://www.linkedin.com/company/wandongmedical/,"Beijing Wandong Medical Technology Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQEShNvVdfg1dw/company-logo_400_400/0/1587954792998?e=1621468800&v=beta&t=2NMVk2-HEYFhtUtSm9lJdrWz2S7it0hrwkzhyxsV9Jw,PUBLIC_COMPANY,861084575792,http://www.wandong.com.cn/english.php,Precisión & Visión,33,501,1000,185,"Beijing Wandong Medical Technology Co., Ltd.(WDM) was founded in 1955 and listed in 1997. WDM build a remote intelligent service system, build the world's advanced level of intelligent factory, set up multiple research laboratory and precision components processing center, certified by ISO9001 and ISO13485. Holding core technologies of Medical X-ray and MRI all solutions cover the DR, DRF, DSA, CT, MR, Mammography, Mobile X-ray, Ultrasonic and Veterinary X-ray etc. WDM is No.1 Market share in China in last 10 years, the annual sales revenue has reached 950 million CNY（150 million USD）.    The products are exported to more than 80 countries and regions around the world and serve more than 30,000 medical institutions worldwide. The company has successfully established overseas branches such as service sub-centers in Ukraine and Ethiopia and office in Thailand, and successfully participated in the acquisition of Esaote Italy in 2017. WDM has installed our products in more than 80% of the ""The Belt and Road"" countries. Meanwhile, WDM has actively participated in Chinese government donation projects, and has participated in and successfully implemented more than 70 Chinese government donation projects.",1955,CN,Beijing,BJ,北京市朝阳区酒仙桥东路9号院3号楼,,100015,Medical Device,"DR,MRI,DRF,Mobile DR,Mammal,DSA",
Nanjing-pharmaceutical-co-ltd-,Nanjing-pharmaceutical-co-ltd-,3995247,289,https://www.linkedin.com/company/Nanjing-pharmaceutical-co-ltd-/,"Nanjing Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQGaMe7FByb4rw/company-logo_400_400/0/1519952467850?e=1621468800&v=beta&t=ToJ4VWzhuOiCjIFHlJwsHBn0tSyu2GuksFyqPM79qSY,PUBLIC_COMPANY,,http://www.njyy.com,,56,,1,129,"Nanjing Pharma is a pharmaceuticals company based out of Nanjing, JS, China.",,CN,Nanjing,JS,,,,Pharmaceuticals,,
hengfeng-med,hengfeng-med,13732639,290,https://www.linkedin.com/company/hengfeng-med/,"Tonglu Hengfeng Medical Instrument Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQHXIEzJqGsw7A/company-logo_400_400/0/1525335859204?e=1621468800&v=beta&t=u3QaV0PtWgKxHANz1v2BBEPBDKQKwOxAEYlprlGSw6g,SELF_OWNED,,https://hengfengmedical.1688.com/,"Professional To Make, Seiko Quality, Moderate Price, Prestige Reliable",3,11,50,197,"Our products cover many areas, including Abdominal Surgery, Thoracic Surgery, Obstetrics & Gynecology, Otolaryngological Surgery, Urological Surgery and Orthopedic Surgery. All of them are highly praised by professionals.",2011,CN,Hangzhou,ZJ,"Jiangnan Town, Tonglu County",,311509,Medical Device,"medical instruments,Surgical Instruments,Laparoscope,ENT Instruments,Gynaecology",
Wuhan-zoncare,Wuhan-zoncare,23730697,291,https://www.linkedin.com/company/Wuhan-zoncare/,"Wuhan Zoncare Bio-Medical Electronics Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGhvATdWlTohA/company-logo_400_400/0/1564539115521?e=1621468800&v=beta&t=4KvOUpPCCVurMZ903ElKVOlmqXszh89KxFTWv5S-PPY,PRIVATELY_HELD,+86-27-87770203,http://www.zoncare.com/html/en/,To be an excellent global medical device supplier   ECG & Ultrasound & Patient Monitor Manufacturer,12,201,500,160,"Located in the Biolake in Wuhan, Wuhan Zoncare Bio-medical Electronics Co., Ltd.(hereinafter referred to as ”Zoncare”)is a domestic well-known medical equipment supplier.  Since the establishment in 2005, Zoncare has been committed to research and development of clinical equipment, it costs more than 15% of its income in product research and development every year and established two R&D centers in Wuhan and Shenzhen. At present, Zoncare has obtained more than 100 product technical patents and proprietary intellectual property rights.  In the domestic, Zoncare set up many marketing service centers in major cities, including Beijing, Shenzhen, Guangzhou, Chengdu, Shanghai, etc and provides convenient and professional customer services for customers.  In the overseas, Zoncare has already cooperated with more than 70 International agents and provides greatly comprehensive and professional training services and a top-ranking guarantee of after-service for them.  Today more than 100 countries and regions and nearly 40,000 customers enjoy the services of Zoncare.",2005,CN,Wuhan,HB,"#380, High-tech 2nd road, eastlake high-tech development zone",,430206,Medical Device,,
zHangzhou-pientzehuang-pharmaceutical-co-ltd-,zHangzhou-pientzehuang-pharmaceutical-co-ltd-,3997980,292,https://www.linkedin.com/company/zHangzhou-pientzehuang-pharmaceutical-co-ltd-/,"ZHangzhou Pientzehuang Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQFsVSNIB0fQBQ/company-logo_400_400/0/1519910974019?e=1621468800&v=beta&t=d0lvf7xVlFZwpWnL0NCrtqMrClhYPO6ainFFa8_c8rE,PUBLIC_COMPANY,,http://www.zzpzh.com,,65,,1,150,"ZHangzhou Pientzehuang Pharma is a pharmaceuticals company based out of ZHangzhou. ZHangzhou Pientzehuang Pharma representatives, don’t miss out on opportunities to build relationships with members on LinkedIn. Claim your page, write a simple description, and share content to attract followers that can lead to new customers, brand fans, and future employees. Go here to get started: http://linkd.in/1DUpBvu",,CN,Zhangzhou,FJ,,,,Pharmaceuticals,,
Shanghai-bojin-medical-instrument-co-ltd-,Shanghai-bojin-medical-instrument-co-ltd-,4833366,293,https://www.linkedin.com/company/Shanghai-bojin-medical-instrument-co-ltd-/,"Shanghai Bojin Medical Instrument Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGUSc8ecPkKbQ/company-logo_400_400/0/1531450340814?e=1621468800&v=beta&t=9z7laHqY_OGqvOWOSoTJloWMgJ00OV6dDDN4Nh7lcWA,PRIVATELY_HELD,,http://www.bojin-medical.com/,"Development, production and worldwide distribution of high performance powered orthopaedic tools for surgical procedures",10,201,500,236,"Established in 1993 and headquartered in Shanghai, Bojin is an advanced orthopaedic equipment manufacturer and solutions provider. Bojin focuses on the development and marketing of orthopaedic power tools, associated consumables, X-ray fluroscopes and fracture therapeutic instruments. Over more than one hundred types of power tools under 8 series, which have received QC certification of 3C, ISO9001, ISO13485, CE of the EU, and FDA Registry 3008787426.   - Power tools & accessories - Reconstructive: hips, knees, trauma & extremities, foot & ankle - Neurotechnology & Spine: Craniomaxillofacial, Spine & ENT",1993,CN,Shanghai,SH,,,,Medical Device,"medical devices,medical technology,medical instruments,Orthopaedics,Surgical power tools,Blades, reamers and drill bits,X-Ray devices",
Wuhan-wuyao-pharmaceutical-co.-ltd.,Wuhan-wuyao-pharmaceutical-co.-ltd.,1178917,294,https://www.linkedin.com/company/Wuhan-wuyao-pharmaceutical-co.-ltd./,"Wuhan Wuyao Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQGyCZ67F99TQA/company-logo_400_400/0/1559615394522?e=1621468800&v=beta&t=OM7DWIvcVAKz5lZGTYiSfmV82c7m7gnbA-UMDL1tgeE,PARTNERSHIP,,http://www.Wuhan-pharm.com/,,22,1001,5000,211,"Wuhan  Wuyao  Pharmaceutical  Co.,  Ltd.,  holding  subsidiary  of  Grand  Pharmaceutical  (China)  Co.,  Ltd.,  Is  a  hi-tech  enterprise  which  engaged  in  the  API  productions and  sales. The  company  mainly  produces  Analgin,  Metronidazole,  Enoxacin,  Pirenoxine  sodium  APIs  and  their  Intermediates.  It  has  more  than  40  products,  with  annual  production  capacity  over  4,000  tons.  Its  products,  Hydrochloric  acid  tirofiban  and  enoxacin,  are  national  Second-class drugs.  What's  more,  sodium pirenoxine  and  Adrenaline  series  are  company's  exclusive  products  in  China. At  present,  it  owns  a  strong  professional  and  high-tech  team,  which  developed  7  kinds  of  new drugs,  such  as  lansoprazole,  The  company  organizes  production  strictly  in  accordance  with  the GMP  requirements.  Most  products  have  obtained  the  GMP  certification.  Noradrenaline  Bitartrate have  obtained  the  U.S.  Food  and  Drug  Administration (FDA) certification,  metronidazole  is  approved With  EU COS  certification.  In  2012,  the  company  achieved  the  ISO  quality  management  system certification. With  the  target  of  being  world-renowned  supplier  of  API  and  leader  of  domestic  enterprises,  the company  increases  investment  in  research,  expands  scale  of  generic  drugs,  accelerates  market  and sales,  promotes   team  training,  and  sets  up  professional  team  and  independent  R & D  Technology Center.  The  company  achieves  goal  of  exporting  products  by  constructing  FDA,  EU  certified  plant, obtains  CGMP  and  EUGMP  certification,  all  these  make  it  more  specialized,  technological  and  international!",,CN,,,,,430035,Pharmaceuticals,,
Hangzhou-singclean-medical-products-co.-ltd.,Hangzhou-singclean-medical-products-co.-ltd.,10871588,295,https://www.linkedin.com/company/Hangzhou-singclean-medical-products-co.-ltd./,"Hangzhou Singclean Medical Products Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGoHRvoo5STYQ/company-logo_400_400/0/1519908796420?e=1621468800&v=beta&t=levd73GiqABFbxLSZa3Q1dcZ4Yt_nvO8KWgx05yW_9Q,SELF_OWNED,,http://www.singclean.net/,Top3 Manufacturer of Hyaluronic Acid in China/ 18 Years of Expertise in the Industry of Absorbable Biomaterial,31,201,500,198,"Singclean Medical Top3 Manufacturer of Hyaluronic Acid in China 18 Years of Expertise in the Industry of Absorbable Biomaterials Company Culture：Professional/ Perfect/ Practical  8 series of CE Approved products (chitosan, medical sodium hyaluronate gels, cross-linked hyaluronic acid sodium gels, microporous polysaccharide, oxidized regenerated cellulose, basic materials of tissue engineering, in vitro diagnostic reagents，cosmetics) with 50 varieties are being exported to more than 70 countries around the world, such as: Italy, Russia, Turkey, France, Brazil, Chile, Australia, Canada.   Until now, Singclean has got 12 CE certificates, 15 medical device registration certificates and 33 patent certificates. At Singclean, all our 400 employees are working with the best and committed to excellence. Our mission is to improve patients' health globally!  Follow our page to be kept up to date with Singclean Medical! For more information, please visit us at Singclean.net",2003,CN,Hangzhou,ZJ,"No. 125 (E), 10th Street, Hangzhou Economic and Technological Development Zone",,310018,Medical Device,"Hyaluronic Acid  Dermal Filler,Hyaluronic Acid Injection for Osteoarthritis,Hyaluronic Acid Ophthalmic Viscosurgical Device,Hyaluronic Acid Anti-Adhesion Gel,Absorbable Hemostatic Powder,Absorbable Hemostat Gauze,HCG/LH/FSH/COVID-19 Test Kit",
effepharm,effepharm,13329745,296,https://www.linkedin.com/company/effepharm/,"EffePharm Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQGJLMM1expPAQ/company-logo_400_400/0/1519952384275?e=1621468800&v=beta&t=MUbuQAGwWwXKJ5IZUagVvPiPaT0OlPCGvexc_sDEHdY,PRIVATELY_HELD,+21-57709202,http://www.effepharm.com,"Effepharm provides a series of all-round services to the global pharmaceutical, nutrition and health-care companies.",18,11,50,148,"Effepharm provides a series of all-round services to the global pharmaceutical, nutrition and health-care companies, which includes the whole process of market mature supply, new project cooperation and functional solution.Effepharm now holds two R&D labs in Shanghai and Suzhou respectively and well develop the IDS ( Ingredients Delivery System). ",2017,CN,Shanghai,SH,"Room 1103, Lane 800 Meijiabang Road, Shanghai, 201620 China",,201620,Biotechnology,"Pharmaceutical,nutrition,ingredient,nucleoside",
geneception,geneception,67170345,297,https://www.linkedin.com/company/geneception/,"Geneception Bio-technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGFeNLskXKUWw/company-logo_400_400/0/1597389330670?e=1621468800&v=beta&t=QgTK-DDs6Ac_2zM8dtqrqAG36h7dQp4QUjQ3i-NCRak,PARTNERSHIP,021-20293666,,Create excellence by advancing gene and cell therapy past new milestones.,23,51,200,85,"Geneception is an innovation-driven biopharmaceutical company focused on the development of breakthrough gene and cell therapies. We aim to be a globally recognized company dedicated to the betterment of human life.  Geneception was incubated by three world leading venture funds-F-Prime, Eight Roads and Lily Asia Venture Funds. In round A financing cycle, Geneception raised USD150Million from the above incubators and other well-known investors like Sequoia, Hillhouse and Arch Ventures.  Geneception possesses an industry-leading scientific research and management team: a group of entrepreneurs and dream chasers dedicated to the development of life sciences in China, who gathered in Zhangjiang, Shanghai and joined hands to achieve their shared grand vision. Our independent R&D center, 6,000 square meters in size, located in the Zhangjiang Hi-tech Park, is today the largest R&D center dedicated to gene and cell therapy research in China. Meanwhile, our platform specific to viral vector development, production and upstream and downstream processes has been completed and will initially focus on research in the rare and tumor disease domains. In addition, we will have our own GMP facility of about 6,000 square meters, the facility is located in Hangzhou, China and is under construction as scheduled. Our commercial production is under steady development in accordance with our corporate blueprint. Geneception will be among a handful of companies in China to possess whole production chain capability from early research to commercial production. Up to the end of 2020, Geneception has successfully attracted over 90 industrial talents, they are from the top multi-national pharma companies and renowned local bio-tech companies, they are working collaboratively to drive the company’s achievements towards the pre-set targets.   Our vision is to create excellence by advancing gene and cell therapy past new milestones.",2019,CN,Shanghai,SH,2727 Jinke Road,Zhangjiang Hi-Tech Park,,Pharmaceuticals,,
conscientia-industries,conscientia-industries,11041261,298,https://www.linkedin.com/company/conscientia-industries/,"Conscientia Industrial Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQFZ_LBXyESRfQ/company-logo_400_400/0/1519896704987?e=1621468800&v=beta&t=VtU0mqA5rSFZ8CmYQLQ6mEzDw94LdUEtjqAq3IDv7I0,SELF_OWNED,,http://www.conscientia-industrial.com,"For Better Health of All Lives, We Strive.",10,51,200,51,"Conscientia Industrial Co., Ltd engages in developing, manufacturing, marketing APIs (Active Pharmaceutical Ingredients), intermediates, fine chemicals. We have established partnerships with customers throughout the world, providing high quality of products and satisfactory services. We are keen to work with every customer for WIN-WIN business.  E-Mail: sales@hiconscientia.com",2003,CN,Taizhou,ZJ,Xianju Industrial Park,,317300,Pharmaceuticals,"Contract Manufacturing,Custom synthesis,Hormone APIs and intermediates,Prostaglandin APIs and intermediates,Anti-cancer APIs and intermediates,Anti-tumor APIs and intermediates,Anti-virus APIs and intermediates,Peptide APIs, intermediates, impurities, Cosmetic peptides,Anaesthetic APIs and intermediates,Antidiabetic APIs and intermediates,Antipsychotic APIs and intermediates,Veterinary APIs and intermediates,Pyridine Chemicals,Pyrimidine Chemicals,Fluoro Chemicals,Chiral Chemicals,Specialty Pharmaceuticals",
